Num,Year,Month,Day,HourStart,MinStart,SegStart,HourEnd,MinEnd,SegEnd,StartPoint,EndPoint,Duration,Type,Station
736,2019,3,4,0,57,51,0,58,43,173550,176150,52,LP,BREF
737,2019,3,4,1,46,47,1,47,21,320350,322050,34,LP,BREF
738,2019,3,4,2,17,17,2,17,54,411850,413700,37,LP,BREF
739,2019,3,4,2,40,48,2,41,25,482400,484250,37,LP,BREF
740,2019,3,4,2,56,14,2,56,49,528700,530450,35,LP,BREF
741,2019,3,4,4,37,34,4,39,0,832700,837000,86,LP,BREF
742,2019,3,4,5,7,36,5,8,21,922800,925050,45,LP,BREF
743,2019,3,4,5,23,49,5,24,31,971450,973550,42,LP,BREF
744,2019,3,4,7,4,29,7,5,24,1273450,1276200,55,LP,BREF
745,2019,3,4,7,22,22,7,22,55,1327100,1328750,33,LP,BREF
746,2019,3,4,7,50,26,7,50,58,1411300,1412900,32,LP,BREF
747,2019,3,4,7,55,45,7,56,45,1427250,1430250,60,OTRO,BREF
748,2019,3,4,9,39,18,9,40,23,1737900,1741150,65,LP,BREF
749,2019,3,4,10,14,35,10,15,13,1843750,1845650,38,LP,BREF
750,2019,3,5,0,23,0,0,23,58,69000,71900,58,LP,BREF
751,2019,3,5,0,31,37,0,32,26,94850,97300,49,LP,BREF
752,2019,3,5,0,48,29,0,49,19,145450,147950,50,LP,BREF
753,2019,3,5,1,9,47,1,11,9,209350,213450,82,VT,BREF
754,2019,3,5,1,11,54,1,12,43,215700,218150,49,HB,BREF
755,2019,3,5,3,26,28,3,27,42,619400,623100,74,VT,BREF
756,2019,3,5,5,7,54,5,8,40,923700,926000,46,LP,BREF
757,2019,3,5,7,25,37,7,26,33,1336850,1339650,56,LP,BREF
758,2019,3,5,8,11,43,8,12,32,1475150,1477600,49,LP,BREF
759,2019,3,5,8,45,26,8,46,18,1576300,1578900,52,LP,BREF
760,2019,3,5,9,35,46,9,36,53,1727300,1730650,67,LP,BREF
761,2019,3,5,11,2,6,11,2,37,1986300,1987850,31,LP,BREF
762,2019,3,5,11,56,42,11,57,24,2150100,2152200,42,LP,BREF
763,2019,3,5,13,4,33,13,5,26,2353650,2356300,53,LP,BREF
764,2019,3,5,13,16,19,13,17,18,2388950,2391900,59,LP,BREF
765,2019,3,5,17,27,31,17,28,1,3142550,3144050,30,OTRO,BREF
766,2019,3,6,1,11,30,1,12,31,214500,217550,61,OTRO,BREF
767,2019,3,6,1,41,11,1,42,4,303550,306200,53,LP,BREF
768,2019,3,6,2,53,12,2,53,46,519600,521300,34,LP,BREF
769,2019,3,6,8,58,4,8,58,52,1614200,1616600,48,VT,BREF
770,2019,3,6,12,48,25,12,49,6,2305250,2307300,41,LP,BREF
771,2019,3,6,13,15,20,13,16,1,2386000,2388050,41,LP,BREF
772,2019,3,6,15,56,22,15,57,5,2869100,2871250,43,LP,BREF
773,2019,3,7,0,6,1,0,6,44,18050,20200,43,LP,BREF
774,2019,3,7,0,15,22,0,15,58,46100,47900,36,LP,BREF
775,2019,3,7,2,8,2,2,8,48,384100,386400,46,LP,BREF
776,2019,3,7,3,32,45,3,33,25,638250,640250,40,LP,BREF
777,2019,3,7,6,55,15,6,56,8,1245750,1248400,53,LP,BREF
778,2019,3,7,9,7,36,9,8,24,1642800,1645200,48,OTRO,BREF
779,2019,3,8,0,31,52,0,32,34,95600,97700,42,LP,BREF
780,2019,3,8,2,46,25,2,47,11,499250,501550,46,LP,BREF
781,2019,3,8,3,20,27,3,21,25,601350,604250,58,LP,BREF
782,2019,3,8,10,18,36,10,19,27,1855800,1858350,51,LP,BREF
783,2019,3,9,0,49,36,0,50,40,148800,152000,64,OTRO,BREF
784,2019,3,9,1,38,45,1,39,16,296250,297800,31,LP,BREF
785,2019,3,9,2,48,7,2,48,51,504350,506550,44,LP,BREF
786,2019,3,9,3,7,7,3,7,29,561350,562450,22,HB,BREF
787,2019,3,9,5,32,30,5,33,29,997500,1000450,59,VT,BREF
788,2019,3,9,21,50,22,21,51,42,3931100,3935100,80,LP,BREF
789,2019,3,9,22,49,20,22,49,54,4108000,4109700,34,HB,BREF
790,2019,3,10,4,21,46,4,22,44,785300,788200,58,HB,BREF
791,2019,3,10,5,38,38,5,39,24,1015900,1018200,46,VT,BREF
792,2019,3,11,3,0,51,3,1,29,542550,544450,38,LP,BREF
793,2019,3,11,3,20,12,3,21,34,600600,604700,82,LP,BREF
794,2019,3,12,1,4,31,1,5,19,193550,195950,48,LP,BREF
795,2019,3,12,1,39,38,1,40,19,298900,300950,41,LP,BREF
796,2019,3,12,2,45,16,2,46,17,495800,498850,61,OTRO,BREF
797,2019,3,12,4,7,44,4,8,40,743200,746000,56,HB,BREF
798,2019,3,12,4,37,59,4,38,41,833950,836050,42,LP,BREF
799,2019,3,12,5,20,7,5,20,44,960350,962200,37,LP,BREF
800,2019,3,12,6,7,35,6,8,23,1102750,1105150,48,LP,BREF
801,2019,3,12,6,40,28,6,41,42,1201400,1205100,74,LP,BREF
802,2019,3,12,7,15,6,7,15,56,1305300,1307800,50,OTRO,BREF
803,2020,12,22,0,8,41,0,9,41,25900,28900,60,VT,BREF
804,2020,12,22,0,19,55,0,21,1,59600,62900,66,LP,BREF
805,2020,12,22,0,29,35,0,30,32,88600,91450,57,LP,BREF
806,2020,12,22,0,39,1,0,40,6,116900,120150,65,VT,BREF
807,2020,12,22,0,39,57,0,40,57,119700,122700,60,LP,BREF
808,2020,12,22,0,51,9,0,52,8,153300,156250,59,LP,BREF
809,2020,12,22,0,52,45,0,53,34,158100,160550,49,OTRO,BREF
810,2020,12,22,0,53,18,0,54,21,159750,162900,63,VT,BREF
811,2020,12,22,0,56,12,0,57,54,168450,173550,102,OTRO,BREF
812,2020,12,22,0,57,43,0,58,32,173000,175450,49,LP,BREF
813,2020,12,22,1,14,10,1,16,8,222350,228250,118,REGIONAL,BREF
814,2020,12,22,1,34,56,1,35,52,284650,287450,56,LP,BREF
815,2020,12,22,1,38,34,1,39,37,295550,298700,63,HB,BREF
816,2020,12,22,1,59,43,2,1,5,359000,363100,82,LP,BREF
817,2020,12,22,2,24,15,2,25,10,432600,435350,55,VT,BREF
818,2020,12,22,2,25,33,2,27,28,436500,442250,115,OTRO,BREF
819,2020,12,22,2,32,6,2,32,52,456150,458450,46,LP,BREF
820,2020,12,22,2,32,40,2,33,55,457850,461600,75,VT,BREF
821,2020,12,22,2,51,51,2,52,52,515400,518450,61,VT,BREF
822,2020,12,22,2,56,27,2,57,25,529200,532100,58,VT,BREF
823,2020,12,22,3,5,16,3,6,24,555650,559050,68,REGIONAL,BREF
824,2020,12,22,3,8,3,3,8,49,564000,566300,46,LP,BREF
825,2020,12,22,3,12,13,3,13,26,576500,580150,73,VT,BREF
826,2020,12,22,3,17,40,3,18,32,592850,595450,52,VT,BREF
827,2020,12,22,3,32,18,3,33,12,636750,639450,54,LP,BREF
828,2020,12,22,3,59,48,4,0,43,719250,722000,55,VT,BREF
829,2020,12,22,4,33,30,4,34,16,820350,822650,46,LP,BREF
830,2020,12,22,4,48,19,4,49,12,864800,867450,53,VT,BREF
831,2020,12,22,4,50,26,4,51,17,871150,873700,51,VT,BREF
832,2020,12,22,5,18,20,5,19,23,954850,958000,63,LP,BREF
833,2020,12,22,5,27,44,5,29,14,983050,987550,90,LP,BREF
834,2020,12,22,5,43,32,5,44,29,1030450,1033300,57,VT,BREF
835,2020,12,22,5,45,27,5,46,33,1036200,1039500,66,VT,BREF
836,2020,12,22,6,14,36,6,15,32,1123650,1126450,56,LP,BREF
837,2020,12,22,6,25,33,6,26,20,1156500,1158850,47,LP,BREF
838,2020,12,22,6,28,22,6,29,20,1164950,1167850,58,LP,BREF
839,2020,12,22,6,40,6,6,41,2,1200150,1202950,56,LP,BREF
840,2020,12,22,6,49,39,6,50,39,1228800,1231800,60,LP,BREF
841,2020,12,22,7,5,53,7,6,40,1277500,1279850,47,LP,BREF
842,2020,12,22,7,6,32,7,7,21,1279450,1281900,49,LP,BREF
843,2020,12,22,7,20,52,7,21,47,1322450,1325200,55,LP,BREF
844,2020,12,22,7,24,47,7,25,47,1334200,1337200,60,VT,BREF
845,2020,12,22,7,36,34,7,37,27,1369550,1372200,53,VT,BREF
846,2020,12,22,8,40,51,8,41,45,1562400,1565100,54,VT,BREF
847,2020,12,22,9,34,11,9,35,10,1722400,1725350,59,LP,BREF
848,2020,12,22,9,35,57,9,37,16,1727700,1731650,79,LP,BREF
849,2020,12,22,9,59,46,10,0,45,1799150,1802100,59,LP,BREF
850,2020,12,22,9,59,47,10,0,45,1799200,1802100,58,LP,BREF
851,2020,12,22,10,3,49,10,4,42,1811300,1813950,53,VT,BREF
852,2020,12,22,10,30,53,10,32,4,1892500,1896050,71,VT,BREF
853,2020,12,22,10,47,2,10,49,3,1940950,1947000,121,REGIONAL,BREF
854,2020,12,22,11,17,36,11,18,25,2032650,2035100,49,VT,BREF
855,2020,12,22,11,45,52,11,47,5,2117450,2121100,73,VT,BREF
856,2020,12,22,11,48,45,11,49,34,2126100,2128550,49,VT,BREF
857,2020,12,22,11,49,40,11,50,33,2128850,2131500,53,VT,BREF
858,2020,12,22,11,51,52,11,52,40,2135450,2137850,48,VT,BREF
859,2020,12,22,11,53,13,11,54,5,2139500,2142100,52,VT,BREF
860,2020,12,22,11,53,59,11,55,1,2141800,2144900,62,VT,BREF
861,2020,12,22,11,55,17,11,56,6,2145700,2148150,49,VT,BREF
862,2020,12,22,11,57,58,11,58,53,2153750,2156500,55,VT,BREF
863,2020,12,22,12,0,51,12,1,49,2162400,2165300,58,VT,BREF
864,2020,12,22,12,4,59,12,5,59,2174800,2177800,60,VT,BREF
865,2020,12,22,12,8,12,12,8,58,2184450,2186750,46,VT,BREF
866,2020,12,22,12,13,22,12,14,16,2199950,2202650,54,VT,BREF
867,2020,12,22,12,21,12,12,22,29,2223450,2227300,77,VT,BREF
868,2020,12,22,12,21,35,12,22,30,2224600,2227350,55,VT,BREF
869,2020,12,22,12,22,51,12,24,8,2228400,2232250,77,VT,BREF
870,2020,12,22,12,26,14,12,27,10,2238550,2241350,56,VT,BREF
871,2020,12,22,12,28,9,12,28,53,2244300,2246500,44,VT,BREF
872,2020,12,22,12,31,24,12,32,22,2254050,2256950,58,VT,BREF
873,2020,12,22,12,32,23,12,32,60,2257000,2258850,37,VT,BREF
874,2020,12,22,12,32,42,12,33,43,2257950,2261000,61,VT,BREF
875,2020,12,22,12,34,60,12,36,2,2264850,2267950,62,VT,BREF
876,2020,12,22,12,35,19,12,35,58,2265800,2267750,39,VT,BREF
877,2020,12,22,12,35,53,12,36,47,2267500,2270200,54,VT,BREF
878,2020,12,22,12,39,36,12,40,25,2278650,2281100,49,VT,BREF
879,2020,12,22,12,40,42,12,41,36,2281950,2284650,54,VT,BREF
880,2020,12,22,12,42,28,12,43,39,2287250,2290800,71,VT,BREF
881,2020,12,22,12,44,49,12,45,45,2294300,2297100,56,VT,BREF
882,2020,12,22,12,45,46,12,46,29,2297150,2299300,43,VT,BREF
883,2020,12,22,12,47,28,12,48,32,2302250,2305450,64,VT,BREF
884,2020,12,22,12,47,48,12,48,41,2303250,2305900,53,VT,BREF
885,2020,12,22,12,49,11,12,50,7,2307400,2310200,56,VT,BREF
886,2020,12,22,12,52,36,12,53,15,2317650,2319600,39,VT,BREF
887,2020,12,22,12,54,12,12,55,7,2322450,2325200,55,VT,BREF
888,2020,12,22,12,56,5,12,57,24,2328100,2332050,79,VT,BREF
889,2020,12,22,12,56,33,12,57,16,2329500,2331650,43,VT,BREF
890,2020,12,22,12,58,26,12,59,9,2335150,2337300,43,VT,BREF
891,2020,12,22,13,1,40,13,2,35,2344850,2347600,55,VT,BREF
892,2020,12,22,13,3,29,13,4,28,2350300,2353250,59,VT,BREF
893,2020,12,22,13,5,15,13,5,60,2355600,2357850,45,VT,BREF
894,2020,12,22,13,5,40,13,6,32,2356850,2359450,52,VT,BREF
895,2020,12,22,13,8,9,13,9,17,2364300,2367700,68,VT,BREF
896,2020,12,22,13,10,37,13,11,17,2371700,2373700,40,VT,BREF
897,2020,12,22,13,11,26,13,12,24,2374150,2377050,58,HB,BREF
898,2020,12,22,13,12,24,13,13,22,2377050,2379950,58,VT,BREF
899,2020,12,22,13,13,1,13,13,56,2378900,2381650,55,VT,BREF
900,2020,12,22,13,15,44,13,16,59,2387050,2390800,75,VT,BREF
901,2020,12,22,13,16,56,13,17,44,2390650,2393050,48,VT,BREF
902,2020,12,22,13,19,31,13,20,20,2398400,2400850,49,LP,BREF
903,2020,12,22,13,21,2,13,21,59,2402950,2405800,57,VT,BREF
904,2020,12,22,13,21,40,13,22,60,2404850,2408850,80,VT,BREF
905,2020,12,22,13,33,28,13,34,24,2440250,2443050,56,VT,BREF
906,2020,12,22,13,36,20,13,37,3,2448850,2451000,43,VT,BREF
907,2020,12,22,13,36,59,13,37,52,2450800,2453450,53,VT,BREF
908,2020,12,22,13,39,9,13,39,57,2457300,2459700,48,VT,BREF
909,2020,12,22,13,40,46,13,41,30,2462150,2464350,44,VT,BREF
910,2020,12,22,13,41,18,13,42,33,2463750,2467500,75,VT,BREF
911,2020,12,22,13,42,18,13,43,4,2466750,2469050,46,VT,BREF
912,2020,12,22,13,43,9,13,44,4,2469300,2472050,55,VT,BREF
913,2020,12,22,13,44,55,13,45,37,2474600,2476700,42,VT,BREF
914,2020,12,22,13,45,48,13,46,40,2477250,2479850,52,VT,BREF
915,2020,12,22,13,46,58,13,48,1,2480750,2483900,63,VT,BREF
916,2020,12,22,13,48,13,13,48,58,2484500,2486750,45,VT,BREF
917,2020,12,22,13,49,37,13,50,55,2488700,2492600,78,VT,BREF
918,2020,12,22,13,51,52,13,52,54,2495450,2498550,62,VT,BREF
919,2020,12,22,13,53,29,13,54,41,2500300,2503900,72,VT,BREF
920,2020,12,22,13,57,15,13,58,3,2511600,2514000,48,VT,BREF
921,2020,12,22,13,57,57,13,59,10,2513700,2517350,73,VT,BREF
922,2020,12,22,13,58,21,13,59,14,2514900,2517550,53,VT,BREF
923,2020,12,22,14,2,31,14,4,12,2527400,2532450,101,VT,BREF
924,2020,12,22,14,2,56,14,3,57,2528650,2531700,61,VT,BREF
925,2020,12,22,14,4,19,14,5,13,2532800,2535500,54,VT,BREF
926,2020,12,22,14,5,12,14,6,9,2535450,2538300,57,LP,BREF
927,2020,12,22,14,7,34,14,8,21,2542550,2544900,47,LP,BREF
928,2020,12,22,14,8,36,14,10,28,2545650,2551250,112,VT,BREF
929,2020,12,22,14,9,33,14,10,47,2548500,2552200,74,HB,BREF
930,2020,12,22,14,16,58,14,18,12,2570750,2574450,74,HB,BREF
931,2020,12,22,14,19,10,14,19,50,2577350,2579350,40,LP,BREF
932,2020,12,22,14,21,12,14,22,12,2583450,2586450,60,LP,BREF
933,2020,12,22,14,27,8,14,28,26,2601250,2605150,78,VT,BREF
934,2020,12,22,14,29,45,14,30,39,2609100,2611800,54,LP,BREF
935,2020,12,22,14,30,50,14,31,29,2612350,2614300,39,VT,BREF
936,2020,12,22,14,32,15,14,33,9,2616600,2619300,54,VT,BREF
937,2020,12,22,14,32,48,14,33,35,2618250,2620600,47,VT,BREF
938,2020,12,22,14,34,26,14,35,13,2623150,2625500,47,VT,BREF
939,2020,12,22,14,35,2,14,35,56,2624950,2627650,54,VT,BREF
940,2020,12,22,14,40,10,14,41,12,2640350,2643450,62,VT,BREF
941,2020,12,22,14,41,18,14,42,1,2643750,2645900,43,VT,BREF
942,2020,12,22,14,43,23,14,44,20,2650000,2652850,57,HB,BREF
943,2020,12,22,14,45,52,14,46,36,2657450,2659650,44,LP,BREF
944,2020,12,22,14,46,44,14,47,39,2660050,2662800,55,LP,BREF
945,2020,12,22,14,49,21,14,50,19,2667900,2670800,58,VT,BREF
946,2020,12,22,14,50,36,14,51,17,2671650,2673700,41,VT,BREF
947,2020,12,22,14,51,11,14,52,2,2673400,2675950,51,VT,BREF
948,2020,12,22,14,52,20,14,53,28,2676850,2680250,68,LP,BREF
949,2020,12,22,14,54,29,14,55,14,2683300,2685550,45,LP,BREF
950,2020,12,22,14,55,7,14,56,1,2685200,2687900,54,VT,BREF
951,2020,12,22,14,57,28,14,58,20,2692250,2694850,52,VT,BREF
952,2020,12,22,14,58,28,14,59,41,2695250,2698900,73,VT,BREF
953,2020,12,22,14,58,56,14,59,50,2696650,2699350,54,VT,BREF
954,2020,12,22,15,4,10,15,5,11,2712350,2715400,61,VT,BREF
955,2020,12,22,15,5,29,15,6,9,2716300,2718300,40,VT,BREF
956,2020,12,22,15,7,21,15,8,12,2721900,2724450,51,VT,BREF
957,2020,12,22,15,8,58,15,9,45,2726750,2729100,47,HB,BREF
958,2020,12,22,15,11,28,15,12,34,2734250,2737550,66,VT,BREF
959,2020,12,22,15,18,25,15,19,5,2755100,2757100,40,VT,BREF
960,2020,12,22,15,18,54,15,20,11,2756550,2760400,77,LP,BREF
961,2020,12,22,15,25,46,15,27,3,2777150,2781000,77,LP,BREF
962,2020,12,22,15,26,19,15,27,5,2778800,2781100,46,LP,BREF
963,2020,12,22,15,27,6,15,27,60,2781150,2783850,54,VT,BREF
964,2020,12,22,15,28,19,15,29,10,2784800,2787350,51,VT,BREF
965,2020,12,22,15,31,10,15,32,1,2793350,2795900,51,VT,BREF
966,2020,12,22,15,32,41,15,33,23,2797900,2800000,42,VT,BREF
967,2020,12,22,15,42,44,15,43,28,2828050,2830250,44,LP,BREF
968,2020,12,22,15,45,2,15,46,28,2834950,2839250,86,LP,BREF
969,2020,12,22,15,49,27,15,50,28,2848200,2851250,61,LP,BREF
970,2020,12,22,15,52,11,15,53,20,2856400,2859850,69,VT,BREF
971,2020,12,22,15,55,10,15,56,11,2865350,2868400,61,VT,BREF
972,2020,12,22,15,57,5,15,57,51,2871100,2873400,46,VT,BREF
973,2020,12,22,15,58,51,16,0,13,2876400,2880500,82,VT,BREF
974,2020,12,22,16,0,38,16,1,28,2881750,2884250,50,VT,BREF
975,2020,12,22,16,2,3,16,2,44,2886000,2888050,41,VT,BREF
976,2020,12,22,16,3,19,16,4,28,2889800,2893250,69,VT,BREF
977,2020,12,22,16,5,3,16,5,59,2895000,2897800,56,VT,BREF
978,2020,12,22,16,7,27,16,8,9,2902200,2904300,42,VT,BREF
979,2020,12,22,16,8,1,16,8,55,2903900,2906600,54,VT,BREF
980,2020,12,22,16,10,39,16,11,25,2911800,2914100,46,VT,BREF
981,2020,12,22,16,11,3,16,11,57,2913000,2915700,54,VT,BREF
982,2020,12,22,16,12,21,16,13,13,2916900,2919500,52,VT,BREF
983,2020,12,22,16,23,4,16,23,55,2949050,2951600,51,VT,BREF
984,2020,12,22,16,23,41,16,24,35,2950900,2953600,54,VT,BREF
985,2020,12,22,16,25,11,16,26,3,2955400,2958000,52,VT,BREF
986,2020,12,22,16,26,33,16,27,22,2959500,2961950,49,VT,BREF
987,2020,12,22,16,28,32,16,29,27,2965450,2968200,55,VT,BREF
988,2020,12,22,16,46,19,16,47,13,3018800,3021500,54,VT,BREF
989,2020,12,22,16,50,5,16,51,13,3030100,3033500,68,VT,BREF
990,2020,12,22,16,52,55,16,54,23,3038600,3043000,88,VT,BREF
991,2020,12,22,16,54,35,16,55,21,3043600,3045900,46,VT,BREF
992,2020,12,22,16,57,14,16,57,52,3051550,3053450,38,VT,BREF
993,2020,12,22,16,57,37,16,58,28,3052700,3055250,51,VT,BREF
994,2020,12,22,16,58,6,16,59,5,3054150,3057100,59,VT,BREF
995,2020,12,22,16,58,46,16,59,29,3056150,3058300,43,VT,BREF
996,2020,12,22,16,59,44,17,0,28,3059050,3061250,44,LP,BREF
997,2020,12,22,17,4,53,17,5,39,3074500,3076800,46,LP,BREF
998,2020,12,22,17,7,31,17,8,21,3082400,3084900,50,LP,BREF
999,2020,12,22,17,8,23,17,9,29,3085000,3088300,66,LP,BREF
1000,2020,12,22,17,9,13,17,9,60,3087500,3089850,47,LP,BREF
1001,2020,12,22,17,10,13,17,11,27,3090500,3094200,74,LP,BREF
1002,2020,12,22,17,15,39,17,16,26,3106800,3109150,47,LP,BREF
1003,2020,12,22,17,16,57,17,18,17,3110700,3114700,80,LP,BREF
1004,2020,12,22,17,18,31,17,19,20,3115400,3117850,49,VT,BREF
1005,2020,12,22,17,20,53,17,22,13,3122500,3126500,80,VT,BREF
1006,2020,12,22,17,28,39,17,29,53,3145800,3149500,74,VT,BREF
1007,2020,12,22,17,31,15,17,33,11,3153600,3159400,116,LP,BREF
1008,2020,12,22,17,45,30,17,46,22,3196350,3198950,52,LP,BREF
1009,2020,12,22,17,50,15,17,51,3,3210600,3213000,48,LP,BREF
1010,2020,12,22,17,54,23,17,55,13,3223000,3225500,50,LP,BREF
1011,2020,12,22,17,55,37,17,56,35,3226700,3229600,58,LP,BREF
1012,2020,12,22,18,2,57,18,3,45,3248700,3251100,48,LP,BREF
1013,2020,12,22,18,3,20,18,4,55,3249850,3254600,95,LP,BREF
1014,2020,12,22,18,4,8,18,4,52,3252250,3254450,44,LP,BREF
1015,2020,12,22,18,23,2,18,23,55,3308950,3311600,53,LP,BREF
1016,2020,12,22,18,24,40,18,25,39,3313850,3316800,59,VT,BREF
1017,2020,12,22,18,36,19,18,37,34,3348800,3352550,75,VT,BREF
1018,2020,12,22,18,47,9,18,48,18,3381300,3384750,69,LP,BREF
1019,2020,12,22,18,53,53,18,54,44,3401500,3404050,51,VT,BREF
1020,2020,12,22,18,54,30,18,55,25,3403350,3406100,55,VT,BREF
1021,2020,12,22,19,12,44,19,13,44,3458050,3461050,60,HB,BREF
1022,2020,12,22,19,20,14,19,22,1,3480550,3485900,107,REGIONAL,BREF
1023,2020,12,22,19,40,31,19,41,30,3541400,3544350,59,LP,BREF
1024,2020,12,22,19,54,34,19,55,28,3583550,3586250,54,LP,BREF
1025,2020,12,22,20,40,15,20,41,16,3720600,3723650,61,HB,BREF
1026,2020,12,22,21,18,59,21,19,56,3836800,3839650,57,HB,BREF
1027,2020,12,22,21,33,23,21,34,17,3880000,3882700,54,LP,BREF
1028,2020,12,22,22,7,10,22,8,3,3981350,3984000,53,LP,BREF
1029,2021,2,11,0,11,30,0,12,21,34200,36750,51,LP,BREF
1030,2021,2,11,0,37,18,0,38,17,111600,114550,59,LP,BREF
1031,2021,2,11,0,38,24,0,39,12,114900,117300,48,HB,BREF
1032,2021,2,11,0,45,54,0,46,44,137400,139900,50,LP,BREF
1033,2021,2,11,0,56,18,0,57,58,168600,173600,100,LP,BREF
1034,2021,2,11,1,7,0,1,8,40,200700,205700,100,VT,BREF
1035,2021,2,11,1,28,9,1,28,57,264150,266550,48,LP,BREF
1036,2021,2,11,1,28,50,1,29,38,266200,268600,48,LP,BREF
1037,2021,2,11,1,41,39,1,42,33,304650,307350,54,LP,BREF
1038,2021,2,11,1,54,21,1,55,13,342750,345350,52,HB,BREF
1039,2021,2,11,2,11,47,2,12,53,395050,398350,66,LP,BREF
1040,2021,2,11,2,15,47,2,16,40,407050,409700,52.9999999999991,LP,BREF
1041,2021,2,11,2,51,36,2,53,36,514500,520500,120,REGIONAL,BREF
1042,2021,2,11,3,34,58,3,36,0,644600,647700,62,LP,BREF
1043,2021,2,11,4,9,51,4,10,55,749250,752450,64,LP,BREF
1044,2021,2,11,4,14,48,4,16,12,764100,768300,84,LP,BREF
1045,2021,2,11,4,47,53,4,48,44,863350,865900,51,LP,BREF
1046,2021,2,11,4,52,40,4,53,37,877700,880550,57,LP,BREF
1047,2021,2,11,4,55,16,4,56,20,885500,888700,64,LP,BREF
1048,2021,2,11,5,3,1,5,4,4,908750,911900,63,LP,BREF
1049,2021,2,11,5,9,32,5,10,42,928300,931800,70,LP,BREF
1050,2021,2,11,5,25,28,5,26,18,976100,978600,50,LP,BREF
1051,2021,2,11,5,32,18,5,33,15,996600,999450,57,LP,BREF
1052,2021,2,11,5,38,39,5,40,7,1015650,1020050,88,HB,BREF
1053,2021,2,11,6,5,13,6,6,30,1095350,1099200,77,VT,BREF
1054,2021,2,11,6,19,46,6,20,47,1139000,1142050,61,LP,BREF
1055,2021,6,3,1,1,25,1,2,13,184150,186550,48,VT,BREF
1056,2021,6,3,1,22,22,1,23,27,247000,250250,65,VT,BREF
1057,2021,6,3,2,19,25,2,20,23,418150,421050,58,VT,BREF
1058,2021,6,3,2,25,29,2,26,28,436350,439300,59,VT,BREF
1059,2021,6,3,3,4,10,3,5,11,552400,555450,61,VT,BREF
1060,2021,6,3,3,21,45,3,22,39,605150,607850,54,VT,BREF
1061,2021,6,3,3,35,5,3,36,12,645150,648500,67,HB,BREF
1062,2021,6,3,3,45,17,3,46,9,675750,678350,52,LP,BREF
1063,2021,6,3,5,16,56,5,17,57,950700,953750,61,LP,BREF
1064,2021,6,3,5,46,30,5,47,29,1039400,1042350,59,LP,BREF
1065,2021,6,3,6,36,56,6,37,47,1190700,1193250,51,LP,BREF
1066,2021,6,3,6,45,43,6,46,51,1217050,1220450,68,VT,BREF
1067,2021,6,3,7,0,37,7,1,25,1261750,1264150,48,VT,BREF
1068,2021,6,3,7,6,25,7,7,12,1279150,1281500,47,LP,BREF
1069,2021,6,3,7,10,7,7,11,3,1290250,1293050,56,LP,BREF
1070,2021,6,3,7,14,5,7,15,12,1302150,1305500,67,OTRO,BREF
1071,2021,6,3,7,23,38,7,24,32,1330800,1333500,54,LP,BREF
1072,2021,6,3,7,38,13,7,39,12,1374550,1377500,59,HB,BREF
1073,2021,6,3,7,40,56,7,41,45,1382700,1385150,49,LP,BREF
1074,2021,6,3,7,41,29,7,42,15,1384350,1386650,46,LP,BREF
1075,2021,6,3,7,41,29,7,42,15,1384350,1386650,46,LP,BREF
1076,2021,6,3,8,11,58,8,12,55,1475800,1478650,57,VT,BREF
1077,2021,6,3,8,14,52,8,15,43,1484500,1487050,51,HB,BREF
1078,2021,6,3,8,20,50,8,21,41,1502400,1504950,51,LP,BREF
1079,2021,6,22,0,44,0,0,44,56,131800,134600,56,LP,BREF
1080,2021,6,23,1,0,48,1,1,50,181950,185050,62,LP,BREF
1081,2021,6,23,1,12,2,1,12,56,215650,218350,54,VT,BREF
1082,2021,6,23,1,17,28,1,18,25,231950,234800,57,LP,BREF
1083,2021,6,23,1,20,11,1,21,2,240100,242650,51,LP,BREF
1084,2021,6,23,1,21,10,1,22,5,243050,245800,55,LP,BREF
1085,2021,6,23,1,36,23,1,37,30,288700,292050,67,LP,BREF
1086,2021,6,23,1,40,51,1,41,49,302100,305000,58,LP,BREF
1087,2021,6,23,1,47,59,1,48,57,323500,326400,58,LP,BREF
1088,2021,6,23,1,55,4,1,55,50,344750,347050,46,LP,BREF
1089,2021,6,23,2,27,24,2,28,14,441750,444250,50,LP,BREF
1090,2021,6,23,2,48,48,2,50,10,505950,510050,82,REGIONAL,BREF
1091,2021,6,23,3,35,44,3,36,35,646750,649300,51,LP,BREF
1092,2021,6,23,5,32,1,5,32,51,995600,998100,50,LP,BREF
1093,2021,6,23,5,44,1,5,44,56,1031600,1034350,55,VT,BREF
1094,2021,6,23,6,15,6,6,17,19,1124850,1131500,133,VT,BREF
1095,2021,6,23,6,21,29,6,25,5,1144000,1154800,216,VT,BREF
1096,2021,6,23,6,29,4,6,30,26,1166750,1170850,82,LP,BREF
1097,2021,6,23,6,41,58,6,42,46,1205450,1207850,48,LP,BREF
1098,2021,6,23,6,43,15,6,44,15,1209300,1212300,60,LP,BREF
1099,2021,6,23,6,56,36,6,57,32,1249350,1252150,56,LP,BREF
1100,2021,6,23,7,1,32,7,3,2,1264150,1268650,90,LP,BREF
1101,2021,6,23,7,12,49,7,13,43,1298000,1300700,54,LP,BREF
1102,2021,6,23,8,23,55,8,25,5,1511300,1514800,70,LP,BREF
1103,2021,6,23,8,32,41,8,33,30,1537600,1540050,49,LP,BREF
